technique,technique_label,threshold,TP,FP,FN,IGNORED,GT,detections,precision,recall,sensitivity,F1,F2,fp_per_image
nms,NMS,0.40887142786878594,216,244,34,26,250,486,0.46956521739130436,0.864,0.864,0.6084507042253521,0.7397260273972603,1.012448132780083
nms,NMS,0.4059803841781948,217,247,33,26,250,490,0.4676724137931034,0.868,0.868,0.6078431372549019,0.7411202185792348,1.0248962655601659
nms,NMS,0.4016596826097795,217,250,33,26,250,493,0.46466809421841543,0.868,0.868,0.605299860529986,0.7396046353101567,1.037344398340249
nms,NMS,0.39934180632250804,217,254,33,26,250,497,0.4607218683651805,0.868,0.868,0.6019417475728155,0.7375934738273284,1.053941908713693
nms,NMS,0.39452816572891913,218,257,32,26,250,501,0.4589473684210526,0.872,0.872,0.6013793103448275,0.7389830508474576,1.066390041493776
nms,NMS,0.3889080803539891,218,261,32,26,250,505,0.4551148225469729,0.872,0.872,0.598079561042524,0.7369844489519947,1.0829875518672198
nms,NMS,0.38137378253690424,219,262,31,28,250,509,0.4553014553014553,0.876,0.876,0.5991792065663475,0.7393652937204591,1.0871369294605808
nms,NMS,0.3783455059019988,220,265,30,28,250,513,0.4536082474226804,0.88,0.88,0.5986394557823129,0.7407407407407407,1.099585062240664
nms,NMS,0.3755704726898424,220,269,30,28,250,517,0.4498977505112474,0.88,0.88,0.5953991880920162,0.7387508394895903,1.116182572614108
nms,NMS,0.3707294331496777,220,273,30,28,250,521,0.4462474645030426,0.88,0.88,0.5921938088829071,0.7367716008037508,1.1327800829875518
nms,NMS,0.36533220913351705,220,277,30,28,250,525,0.4426559356136821,0.88,0.88,0.5890227576974565,0.7348029392117568,1.1493775933609958
nms,NMS,0.36174746200041386,220,281,30,28,250,529,0.43912175648702595,0.88,0.88,0.5858854860186419,0.732844770153231,1.16597510373444
nms,NMS,0.3597188633757866,221,283,29,29,250,533,0.4384920634920635,0.884,0.884,0.5862068965517241,0.7347074468085106,1.1742738589211619
nms,NMS,0.35748721591187477,221,288,29,29,250,538,0.43418467583497056,0.884,0.884,0.5823451910408431,0.7322730284956924,1.1950207468879668
nms,NMS,0.35144758046628827,222,291,28,29,250,542,0.4327485380116959,0.888,0.888,0.5819134993446919,0.7336417713152676,1.2074688796680497
nms,NMS,0.3469021402017814,223,293,27,29,250,545,0.4321705426356589,0.892,0.892,0.5822454308093995,0.7354881266490766,1.2157676348547717
nms,NMS,0.3416513394369948,224,296,26,29,250,549,0.4307692307692308,0.896,0.896,0.5818181818181818,0.7368421052631581,1.2282157676348548
nms,NMS,0.33658748249643616,224,300,26,29,250,553,0.42748091603053434,0.896,0.896,0.5788113695090439,0.7349081364829396,1.2448132780082988
nms,NMS,0.33270050973433635,225,302,25,29,250,556,0.4269449715370019,0.9,0.9,0.5791505791505792,0.7367387033398821,1.2531120331950207
nms,NMS,0.3273734243623133,225,306,25,29,250,560,0.423728813559322,0.9,0.9,0.5761843790012804,0.7348138471587198,1.2697095435684647
nms,NMS,0.3216947025010586,225,310,25,29,250,564,0.4205607476635514,0.9,0.9,0.5732484076433121,0.7328990228013029,1.2863070539419088
nms,NMS,0.3188054320311704,225,314,25,29,250,568,0.4174397031539889,0.9,0.9,0.5703422053231939,0.7309941520467836,1.3029045643153527
nms,NMS,0.31669180684357234,225,317,25,29,250,571,0.4151291512915129,0.9,0.9,0.5681818181818182,0.7295719844357975,1.3153526970954357
nms,NMS,0.3117793273729739,225,321,25,29,250,575,0.41208791208791207,0.9,0.9,0.5653266331658292,0.7276843467011643,1.3319502074688796
nms,NMS,0.3092120416383417,225,325,25,29,250,579,0.4090909090909091,0.9,0.9,0.5625000000000001,0.7258064516129031,1.3485477178423237
nms,NMS,0.30578526023189573,226,328,24,29,250,583,0.40794223826714804,0.904,0.904,0.5621890547263682,0.7271557271557273,1.3609958506224067
nms,NMS,0.300132893806924,227,330,23,30,250,587,0.40754039497307004,0.908,0.908,0.5625774473358116,0.7289659601798332,1.3692946058091287
nms,NMS,0.2932548562751952,227,333,23,30,250,590,0.40535714285714286,0.908,0.908,0.5604938271604939,0.7275641025641026,1.3817427385892116
nms,NMS,0.2874859180413754,228,336,22,30,250,594,0.40425531914893614,0.912,0.912,0.5601965601965602,0.7289002557544756,1.3941908713692945
nms,NMS,0.28404177227310695,228,338,22,31,250,597,0.4028268551236749,0.912,0.912,0.5588235294117646,0.7279693486590039,1.4024896265560165
nms,NMS,0.2740147661712045,228,342,22,31,250,601,0.4,0.912,0.912,0.5560975609756098,0.7261146496815287,1.4190871369294606
nms,NMS,0.27078564574020264,228,346,22,31,250,605,0.397212543554007,0.912,0.912,0.5533980582524272,0.7242693773824651,1.4356846473029046
nms,NMS,0.26970586680000536,228,349,22,31,250,608,0.3951473136915078,0.912,0.912,0.5513905683192261,0.7228915662650602,1.4481327800829875
nms,NMS,0.26536665740878984,228,353,22,31,250,612,0.3924268502581756,0.912,0.912,0.5487364620938627,0.7210626185958255,1.4647302904564314
nms,NMS,0.25955132287927685,228,357,22,31,250,616,0.38974358974358975,0.912,0.912,0.5461077844311377,0.7192429022082019,1.4813278008298756
nms,NMS,0.2542592759513949,228,360,22,31,250,619,0.3877551020408163,0.912,0.912,0.5441527446300716,0.7178841309823678,1.4937759336099585
nms,NMS,0.248598864276968,228,365,22,31,250,624,0.3844856661045531,0.912,0.912,0.5409252669039145,0.7156308851224105,1.5145228215767634
nms,NMS,0.2456565403899917,228,369,22,31,250,628,0.38190954773869346,0.912,0.912,0.538370720188902,0.7138384470882906,1.5311203319502074
nms,NMS,0.23620635664590128,228,372,22,31,250,631,0.38,0.912,0.912,0.5364705882352941,0.7125,1.5435684647302905
nms,NMS,0.23437120273179524,228,375,22,31,250,634,0.3781094527363184,0.912,0.912,0.5345838218053928,0.7111665626949469,1.5560165975103735
nms,NMS,0.23231637733952162,228,379,22,31,250,638,0.3756177924217463,0.912,0.912,0.5320886814469078,0.7093963907902925,1.5726141078838174
nms,NMS,0.23050645359252686,229,382,21,31,250,642,0.37479541734860883,0.916,0.916,0.5319396051103368,0.7107386716325264,1.5850622406639003
nms,NMS,0.22566932125583733,229,385,21,32,250,646,0.3729641693811075,0.916,0.916,0.5300925925925926,0.7094175960346963,1.5975103734439835
nms,NMS,0.22416688464848963,229,387,21,33,250,649,0.3717532467532468,0.916,0.916,0.5288683602771362,0.7085396039603961,1.6058091286307055
nms,NMS,0.22168658336001698,229,391,21,33,250,653,0.36935483870967745,0.916,0.916,0.5264367816091954,0.7067901234567902,1.6224066390041494
nms,NMS,0.2202334094555007,230,392,20,35,250,657,0.36977491961414793,0.92,0.92,0.5275229357798166,0.7090012330456228,1.6265560165975104
nms,NMS,0.21879920826375734,230,395,20,35,250,660,0.368,0.92,0.92,0.5257142857142857,0.7076923076923076,1.6390041493775933
nms,NMS,0.21662899562063206,230,398,20,36,250,664,0.3662420382165605,0.92,0.92,0.5239179954441914,0.7063882063882063,1.6514522821576763
nms,NMS,0.21369792614155333,231,401,19,36,250,668,0.36550632911392406,0.924,0.924,0.5238095238095237,0.707720588235294,1.6639004149377594
nms,NMS,0.2116634034151309,231,404,19,37,250,672,0.3637795275590551,0.924,0.924,0.5220338983050848,0.706422018348624,1.6763485477178424
nms,NMS,0.20952916413503922,231,408,19,37,250,676,0.3615023474178404,0.924,0.924,0.5196850393700787,0.7046979865771813,1.6929460580912863
nms,NMS,0.20825185397966722,231,411,19,38,250,680,0.3598130841121495,0.924,0.924,0.5179372197309418,0.7034104750304507,1.7053941908713692
nms,NMS,0.20567239815759,231,415,19,38,250,684,0.35758513931888547,0.924,0.924,0.515625,0.701701093560146,1.7219917012448134
nms,NMS,0.20263297605346775,231,418,19,38,250,687,0.3559322033898305,0.924,0.924,0.5139043381535039,0.7004244996967859,1.7344398340248963
nms,NMS,0.1993971843245154,231,422,19,38,250,691,0.3537519142419602,0.924,0.924,0.5116279069767442,0.6987295825771326,1.7510373443983402
nms,NMS,0.19757482812070196,231,426,19,38,250,695,0.3515981735159817,0.924,0.924,0.5093715545755237,0.6970428485214242,1.7676348547717842
nms,NMS,0.19405760207579165,232,429,18,38,250,699,0.35098335854765506,0.928,0.928,0.5093304061470911,0.6983744732089103,1.7800829875518671
nms,NMS,0.193173362361004,232,432,18,39,250,703,0.3493975903614458,0.928,0.928,0.5076586433260394,0.6971153846153846,1.7925311203319503
nms,NMS,0.1907631101571337,232,436,18,39,250,707,0.3473053892215569,0.928,0.928,0.5054466230936819,0.695443645083933,1.8091286307053942
nms,NMS,0.1866989734722293,232,441,18,39,250,712,0.3447251114413076,0.928,0.928,0.5027085590465873,0.6933652121936642,1.829875518672199
nms,NMS,0.18586054623693596,232,445,18,39,250,716,0.34268833087149186,0.928,0.928,0.5005393743257821,0.691711389385808,1.8464730290456433
nms,NMS,0.18433796587951673,232,449,18,39,250,720,0.3406754772393539,0.928,0.928,0.4983888292158969,0.6900654372397382,1.8630705394190872
nms,NMS,0.18140468803246526,232,453,18,39,250,724,0.3386861313868613,0.928,0.928,0.4962566844919786,0.6884272997032642,1.879668049792531
nms,NMS,0.1757657170429795,232,457,18,39,250,728,0.3367198838896952,0.928,0.928,0.4941427050053248,0.6867969212551807,1.896265560165975
nms,NMS,0.17318120655670835,232,461,18,39,250,732,0.3347763347763348,0.928,0.928,0.4920466595970308,0.6851742468989959,1.9128630705394192
nms,NMS,0.17160089511032176,232,465,18,39,250,736,0.3328550932568149,0.928,0.928,0.48996832101372745,0.6835592221567471,1.929460580912863
nms,NMS,0.17069001767422404,232,469,18,39,250,740,0.3309557774607703,0.928,0.928,0.4879074658254469,0.6819517930629042,1.946058091286307
