technique,technique_label,image,label,confidence_score,best_gt_iou,matched_gt_index,reason,roi_id,seed_roi_id,source_roi_ids,x,y,width,height,rank,cum_TP,cum_FP,precision,recall
nms,NMS,1392_0677451986_01_WRI-R2_M017.png,TP,0.9889842314492658,0.8278172140367285,0,matched_gt_highest_confidence,NMS1,2,2,336.0,688.0,181.0,126.0,24,24,0,1.0,0.096
nms,NMS,1143_0633014370_02_WRI-L1_M012.png,TP,0.9889417160640395,0.6440806023699679,0,matched_gt_highest_confidence,NMS1,1,1,341.0,512.0,165.0,116.0,25,25,0,1.0,0.1
nms,NMS,5247_0628996773_06_WRI-L2_F009.png,TP,0.9886424246636141,0.5767335647441948,0,matched_gt_highest_confidence,NMS1,1,1,200.0,410.0,122.0,90.0,26,26,0,1.0,0.104
nms,NMS,0817_0782054506_01_WRI-R2_F006.png,TP,0.9886312333346241,0.673526233349971,0,matched_gt_highest_confidence,NMS1,8,8,184.0,483.0,91.0,90.0,27,27,0,1.0,0.108
nms,NMS,5355_0294185816_01_WRI-L2_M009.png,TP,0.9878408024465669,0.6895177008754315,0,matched_gt_highest_confidence,NMS1,5,5,179.0,724.0,118.0,90.0,28,28,0,1.0,0.112
nms,NMS,0313_0949893580_07_WRI-R2_F015.png,TP,0.9867591396464074,0.5976990571774112,0,matched_gt_highest_confidence,NMS1,2,"2,7",292.0,478.0,149.0,104.0,29,29,0,1.0,0.116
nms,NMS,5144_0421025634_01_WRI-R2_M013.PNG,TP,0.9866911678100473,0.6349504546113308,0,matched_gt_highest_confidence,NMS1,2,2,227.0,478.0,148.0,104.0,30,30,0,1.0,0.12
nms,NMS,4562_0499940005_02_WRI-R2_M003.PNG,TP,0.9864682903939326,0.612256112861967,0,matched_gt_highest_confidence,NMS1,4,4,261.0,259.0,76.0,90.0,31,31,0,1.0,0.124
nms,NMS,2419_1009570056_06_WRI-L2_F006.png,TP,0.9859915129931769,0.7363839603628457,0,matched_gt_highest_confidence,NMS1,2,"2,6",168.0,365.0,98.0,90.0,32,32,0,1.0,0.128
nms,NMS,0321_1214605337_02_WRI-L2_M012.PNG,TP,0.9858664635607994,0.6101047232793829,0,matched_gt_highest_confidence,NMS1,2,"2,13",201.0,502.0,136.0,96.0,33,33,0,1.0,0.132
nms,NMS,0642_0931369220_01_WRI-L2_F009.png,TP,0.9847383942732969,0.7401535514606491,0,matched_gt_highest_confidence,NMS1,1,1,86.0,425.0,107.0,90.0,34,34,0,1.0,0.136
nms,NMS,4657_1266664380_01_WRI-R2_F003.png,TP,0.9842651659209434,0.6359096425606999,0,matched_gt_highest_confidence,NMS1,1,1,162.0,245.0,84.0,90.0,35,35,0,1.0,0.14
nms,NMS,0243_0176233486_01_WRI-L2_M012.png,TP,0.9834565366505023,0.6071306136441551,0,matched_gt_highest_confidence,NMS1,20,20,256.0,430.0,69.0,90.0,36,36,0,1.0,0.144
nms,NMS,5168_0340721647_04_WRI-R2_M007.PNG,TP,0.9831917962624139,0.6559972676425927,0,matched_gt_highest_confidence,NMS1,2,2,142.0,465.0,77.0,90.0,37,37,0,1.0,0.148
nms,NMS,0030_0853281744_01_WRI-L2_F008.png,TP,0.9831023872887994,0.6589602102912308,0,matched_gt_highest_confidence,NMS1,1,"1,5",189.0,225.0,91.0,90.0,38,38,0,1.0,0.152
nms,NMS,5537_0386455412_01_WRI-R2_F006.PNG,TP,0.9826358956559714,0.5060828434247169,0,matched_gt_highest_confidence,NMS1,5,5,221.0,409.0,66.0,90.0,39,39,0,1.0,0.156
nms,NMS,0490_0671128517_01_WRI-R1_F012.PNG,TP,0.9824300077423439,0.6405953675898487,1,matched_gt_highest_confidence,NMS1,1,1,190.0,452.0,136.0,96.0,40,40,0,1.0,0.16
nms,NMS,1143_0707678749_04_WRI-R1_M014.png,TP,0.9820031230378391,0.6865381797840414,0,matched_gt_highest_confidence,NMS1,1,1,100.0,251.0,170.0,118.0,41,41,0,1.0,0.164
nms,NMS,5843_0796713227_01_WRI-L2_F012.png,FP,0.9815050185266797,0.27369379042443864,0,no_gt_match_or_lower_confidence_on_same_gt,NMS1,1,1,264.0,481.0,127.0,90.0,42,41,1,0.9761904761904762,0.164
nms,NMS,5489_0628153015_04_WRI-R2_M006.png,TP,0.9810694243101795,0.5476673055019426,0,matched_gt_highest_confidence,NMS1,6,6,178.0,447.0,70.0,90.0,43,42,1,0.9767441860465116,0.168
nms,NMS,0918_0390357076_01_WRI-L2_F012.png,TP,0.9809670034308291,0.6948546744223314,0,matched_gt_highest_confidence,NMS1,1,1,199.0,425.0,128.0,90.0,44,43,1,0.9772727272727273,0.172
nms,NMS,5281_0647811461_02_WRI-L2_F006.PNG,FP,0.9806361531729078,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS1,1,1,205.0,295.0,129.0,90.0,45,43,2,0.9555555555555556,0.172
nms,NMS,0422_1296201520_04_WRI-L1_M010.PNG,FP,0.9793481781345108,0.042561377114687785,0,no_gt_match_or_lower_confidence_on_same_gt,NMS1,1,1,272.0,481.0,154.0,108.0,46,43,3,0.9347826086956522,0.172
nms,NMS,0530_0793776717_02_WRI-L2_M012.png,TP,0.9783703697001023,0.542234885314113,0,matched_gt_highest_confidence,NMS1,3,3,209.0,424.0,163.0,114.0,47,44,3,0.9361702127659575,0.176
nms,NMS,0507_1135294951_01_WRI-L2_M015.PNG,TP,0.9783368347262938,0.6900844868658932,0,matched_gt_highest_confidence,NMS1,1,1,227.0,437.0,181.0,126.0,48,45,3,0.9375,0.18
nms,NMS,0071_0678614107_01_WRI-R1_F009.png,FP,0.9782561475573165,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS1,2,2,250.0,450.0,154.0,108.0,49,45,4,0.9183673469387755,0.18
nms,NMS,0125_0729674162_02_WRI-L2_M013.png,FP,0.9776514997020693,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS1,6,"6,11",349.0,305.0,123.0,90.0,50,45,5,0.9,0.18
nms,NMS,4672_1042963085_08_WRI-L2_F010.png,TP,0.977073265457339,0.7478658398235191,0,matched_gt_highest_confidence,NMS1,4,4,133.0,555.0,105.0,90.0,51,46,5,0.9019607843137255,0.184
nms,NMS,4726_0968399137_05_WRI-R1_F009.png,TP,0.9761880084831093,0.6451516204739686,0,matched_gt_highest_confidence,NMS1,2,"2,9",128.0,420.0,147.0,102.0,52,47,5,0.9038461538461539,0.188
nms,NMS,5369_0843630267_04_WRI-L2_M005.PNG,TP,0.9751620132747175,0.6175055499338942,0,matched_gt_highest_confidence,NMS1,6,6,187.0,402.0,91.0,90.0,53,48,5,0.9056603773584906,0.192
nms,NMS,5537_0386455412_01_WRI-R2_F006.PNG,FP,0.9749659197620951,0.5317690026150923,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,2,2,212.0,385.0,87.0,90.0,54,48,6,0.8888888888888888,0.192
nms,NMS,0422_1294991061_03_WRI-L2_M010.PNG,FP,0.974810331374213,0.19748227458205383,0,no_gt_match_or_lower_confidence_on_same_gt,NMS1,6,6,233.0,475.0,91.0,90.0,55,48,7,0.8727272727272727,0.192
nms,NMS,5764_0922296377_02_WRI-L2_M008.png,TP,0.9746986677719855,0.5891782472122336,0,matched_gt_highest_confidence,NMS1,9,9,298.0,593.0,81.0,90.0,56,49,7,0.875,0.196
nms,NMS,4820_0744003709_04_WRI-L2_M014.PNG,TP,0.9713995083739478,0.7980738847435749,0,matched_gt_highest_confidence,NMS1,6,6,111.0,551.0,84.0,90.0,57,50,7,0.8771929824561403,0.2
nms,NMS,4936_0635336029_01_WRI-L1_F012.PNG,FP,0.9711820553660785,0.14595660399064847,0,no_gt_match_or_lower_confidence_on_same_gt,NMS1,2,"2,12",268.0,390.0,127.0,90.0,58,50,8,0.8620689655172413,0.2
nms,NMS,0562_1096729807_01_WRI-R1_F007.png,TP,0.9704550854177388,0.5864685204184009,0,matched_gt_highest_confidence,NMS1,3,3,210.0,439.0,133.0,94.0,59,51,8,0.864406779661017,0.204
nms,NMS,4969_0206805790_03_WRI-L2_F010.PNG,TP,0.9704180070266637,0.5819344656083866,0,matched_gt_highest_confidence,NMS1,10,10,292.0,601.0,91.0,90.0,60,52,8,0.8666666666666667,0.208
nms,NMS,0184_0953131511_01_WRI-R2_M017.png,TP,0.9691891806209665,0.7288947620074264,0,matched_gt_highest_confidence,NMS1,2,"2,6",230.0,515.0,115.0,90.0,61,53,8,0.8688524590163934,0.212
nms,NMS,0422_1296201520_04_WRI-L1_M010.PNG,TP,0.968596043680597,0.635619087882427,0,matched_gt_highest_confidence,NMS2,2,2,231.0,582.0,150.0,106.0,62,54,8,0.8709677419354839,0.216
nms,NMS,4857_1142512186_03_WRI-L2_M014.PNG,FP,0.9682990368452856,0.2565952301743883,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,1,"1,10",186.0,425.0,114.0,90.0,63,54,9,0.8571428571428571,0.216
nms,NMS,0028_0578333865_02_WRI-R1_M008.png,TP,0.968296609237424,0.5374264568044719,1,matched_gt_highest_confidence,NMS2,4,4,342.0,441.0,69.0,90.0,64,55,9,0.859375,0.22
nms,NMS,5168_0338948778_01_WRI-R2_M007.PNG,FP,0.9680864498121511,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,2,2,185.0,365.0,95.0,90.0,65,55,10,0.8461538461538461,0.22
nms,NMS,1171_0294174076_01_WRI-R2_M013.PNG,TP,0.9674885898939862,0.6639516729966531,0,matched_gt_highest_confidence,NMS1,2,2,212.0,485.0,105.0,90.0,66,56,10,0.8484848484848485,0.224
nms,NMS,5474_0834280982_01_WRI-L2_M003.PNG,TP,0.9671246367218768,0.5269799038221771,0,matched_gt_highest_confidence,NMS1,15,15,174.0,584.0,91.0,90.0,67,57,10,0.8507462686567164,0.228
nms,NMS,0417_0727766468_03_WRI-R2_F009.png,TP,0.9664872393616203,0.6616567957742301,0,matched_gt_highest_confidence,NMS1,9,9,566.0,553.0,91.0,90.0,68,58,10,0.8529411764705882,0.232
nms,NMS,5247_0627787842_05_WRI-L2_F008.png,TP,0.9655341196719796,0.5642039572375006,0,matched_gt_highest_confidence,NMS1,3,3,237.0,607.0,85.0,90.0,69,59,10,0.855072463768116,0.236
nms,NMS,1036_0797762719_02_WRI-L2_M013.png,TP,0.9653747554878896,0.5535218820513219,0,matched_gt_highest_confidence,NMS1,12,12,203.0,667.0,91.0,90.0,70,60,10,0.8571428571428571,0.24
nms,NMS,5084_0371666121_01_WRI-L2_M014.PNG,TP,0.9650817790914629,0.6973847541997293,0,matched_gt_highest_confidence,NMS1,1,1,168.0,449.0,147.0,102.0,71,61,10,0.8591549295774648,0.244
nms,NMS,1536_1072748039_01_WRI-L2_M010.png,TP,0.963757259732235,0.6736479100551735,0,matched_gt_highest_confidence,NMS1,1,1,150.0,445.0,96.0,90.0,72,62,10,0.8611111111111112,0.248
nms,NMS,5915_0972188803_01_WRI-L1_M011.png,TP,0.9636588217279268,0.504481811313296,0,matched_gt_highest_confidence,NMS1,2,2,268.0,510.0,115.0,90.0,73,63,10,0.863013698630137,0.252
nms,NMS,0827_0782390551_01_WRI-L1_M016.PNG,TP,0.9630185520933996,0.5380778877001566,0,matched_gt_highest_confidence,NMS1,1,1,269.0,292.0,165.0,116.0,74,64,10,0.8648648648648649,0.256
nms,NMS,0749_0874509442_05_WRI-L1_M005.png,FP,0.9628930364773688,0.16325662438805297,0,no_gt_match_or_lower_confidence_on_same_gt,NMS1,1,1,214.0,234.0,161.0,112.0,75,64,11,0.8533333333333334,0.256
nms,NMS,1059_1194450089_01_WRI-R2_M006.png,TP,0.9602223259713072,0.8306107867528918,0,matched_gt_highest_confidence,NMS1,2,2,152.0,245.0,98.0,90.0,76,65,11,0.8552631578947368,0.26
nms,NMS,5931_0732587357_02_WRI-R2_M014.PNG,TP,0.959722158076134,0.6154467959482409,0,matched_gt_highest_confidence,NMS1,12,12,295.0,584.0,91.0,90.0,77,66,11,0.8571428571428571,0.264
nms,NMS,5764_0922296377_02_WRI-L2_M008.png,FP,0.9593927153677592,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,1,1,276.0,495.0,116.0,90.0,78,66,12,0.8461538461538461,0.264
nms,NMS,0936_0638208714_03_WRI-R2_M008.PNG,TP,0.9592813310828356,0.6401941683999631,0,matched_gt_highest_confidence,NMS1,4,4,173.0,455.0,106.0,90.0,79,67,12,0.8481012658227848,0.268
nms,NMS,4847_0436558708_02_WRI-L2_M014.png,TP,0.9573734548448862,0.6131196134590057,0,matched_gt_highest_confidence,NMS1,11,11,252.0,583.0,88.0,90.0,80,68,12,0.85,0.272
nms,NMS,5162_0861552938_02_WRI-L2_M009.png,TP,0.9567617915326921,0.7461171629334331,0,matched_gt_highest_confidence,NMS1,2,2,221.0,565.0,104.0,90.0,81,69,12,0.8518518518518519,0.276
nms,NMS,5067_1201935013_05_WRI-L1_M014.png,TP,0.9561104581991079,0.5942216928446974,0,matched_gt_highest_confidence,NMS1,2,2,260.0,439.0,175.0,122.0,82,70,12,0.8536585365853658,0.28
nms,NMS,6053_0664550533_02_WRI-R2_M010.PNG,TP,0.9542171142964837,0.6701512221359915,0,matched_gt_highest_confidence,NMS1,1,"1,5",233.0,475.0,110.0,90.0,83,71,12,0.8554216867469879,0.284
nms,NMS,5373_0602157892_03_WRI-L2_F009.png,TP,0.9540237199829393,0.6107388867853354,0,matched_gt_highest_confidence,NMS1,6,6,216.0,315.0,91.0,90.0,84,72,12,0.8571428571428571,0.288
nms,NMS,0417_0727170640_02_WRI-R1_F009.PNG,TP,0.9532950495098529,0.7894191684494652,0,matched_gt_highest_confidence,NMS1,4,4,187.0,425.0,124.0,90.0,85,73,12,0.8588235294117647,0.292
nms,NMS,0005_0073601967_01_WRI-R2_F014.png,TP,0.9502473009367255,0.6081081953169282,0,matched_gt_highest_confidence,NMS1,2,"2,6",325.0,505.0,98.0,90.0,86,74,12,0.8604651162790697,0.296
nms,NMS,0288_1220813964_01_WRI-L2_F008.png,TP,0.9498912947114544,0.6715260487926652,0,matched_gt_highest_confidence,NMS1,3,3,243.0,595.0,100.0,90.0,87,75,12,0.8620689655172413,0.3
nms,NMS,4613_1297459976_01_WRI-L2_F011.PNG,TP,0.9496828280667454,0.6615212128136142,0,matched_gt_highest_confidence,NMS1,1,1,112.0,465.0,117.0,90.0,88,76,12,0.8636363636363636,0.304
nms,NMS,5097_0374478251_05_WRI-R2_M015.png,TP,0.9487087086158885,0.5200886869734324,0,matched_gt_highest_confidence,NMS1,2,2,312.0,496.0,155.0,108.0,89,77,12,0.8651685393258427,0.308
nms,NMS,5865_0983089944_07_WRI-L1_F005.png,TP,0.9474854298085683,0.7783048139994819,0,matched_gt_highest_confidence,NMS1,2,"2,6",164.0,461.0,99.0,90.0,90,78,12,0.8666666666666667,0.312
nms,NMS,1218_0392258361_05_WRI-R2_M014.png,FP,0.9473542038971635,0.27990436026870696,0,no_gt_match_or_lower_confidence_on_same_gt,NMS1,18,18,232.0,626.0,91.0,90.0,91,78,13,0.8571428571428571,0.312
nms,NMS,0241_0751818378_01_WRI-L2_M014.PNG,TP,0.9434924691775651,0.5834523954729869,0,matched_gt_highest_confidence,NMS1,3,3,140.0,350.0,171.0,120.0,92,79,13,0.8586956521739131,0.316
nms,NMS,1563_0496123113_02_WRI-L1_M011.png,TP,0.9418594679696972,0.6068646403536456,0,matched_gt_highest_confidence,NMS1,6,6,257.0,638.0,149.0,104.0,93,80,13,0.8602150537634409,0.32
nms,NMS,0809_0409215096_03_WRI-L2_F007.png,TP,0.9404603137783041,0.6537024704996922,0,matched_gt_highest_confidence,NMS1,7,7,142.0,385.0,64.0,90.0,94,81,13,0.8617021276595744,0.324
nms,NMS,0936_0638208714_03_WRI-R2_M008.PNG,FP,0.939626385908165,0.1662763784746049,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,1,1,175.0,365.0,113.0,90.0,95,81,14,0.8526315789473684,0.324
nms,NMS,5845_1129334892_04_WRI-R2_F010.png,TP,0.9392516649012461,0.5544366799821796,0,matched_gt_highest_confidence,NMS1,8,8,266.0,472.0,91.0,90.0,96,82,14,0.8541666666666666,0.328
nms,NMS,0915_0434122280_01_WRI-L1_M008.PNG,FP,0.9385111946141034,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS1,1,1,238.0,340.0,135.0,94.0,97,82,15,0.845360824742268,0.328
nms,NMS,5922_0905499124_02_WRI-L2_F012.png,TP,0.9375347373212047,0.66543700959562,0,matched_gt_highest_confidence,NMS1,1,"1,8",208.0,435.0,120.0,90.0,98,83,15,0.8469387755102041,0.332
nms,NMS,5123_1014618536_01_WRI-L2_M005.png,TP,0.9352569766211906,0.5745242720606794,0,matched_gt_highest_confidence,NMS1,4,4,188.0,368.0,65.0,90.0,99,84,15,0.8484848484848485,0.336
nms,NMS,1429_0951458673_04_WRI-L1_M007.PNG,FP,0.9344342240062989,0.45924620029562924,0,no_gt_match_or_lower_confidence_on_same_gt,NMS1,6,"6,1",157.0,400.0,77.0,90.0,100,84,16,0.84,0.336
nms,NMS,0177_0391004130_04_WRI-R2_M007.PNG,TP,0.9321365837823586,0.8506182117468305,0,matched_gt_highest_confidence,NMS1,1,1,171.0,405.0,100.0,90.0,101,85,16,0.8415841584158416,0.34
nms,NMS,5247_0625408586_02_WRI-L2_F008.png,TP,0.929439388092607,0.5218789327954276,0,matched_gt_highest_confidence,NMS1,2,2,157.0,645.0,116.0,90.0,102,86,16,0.8431372549019608,0.344
nms,NMS,5229_1076706016_04_WRI-R1_M008.png,TP,0.9292243045369556,0.8488800976469756,0,matched_gt_highest_confidence,NMS2,2,2,167.0,525.0,156.0,110.0,103,87,16,0.8446601941747572,0.348
nms,NMS,4542_0289418685_06_WRI-R2_M012.PNG,FP,0.9280914765783352,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS1,4,4,257.0,330.0,181.0,126.0,104,87,17,0.8365384615384616,0.348
nms,NMS,5277_0502084754_04_WRI-R2_M014.png,TP,0.9276350059825765,0.6139424025708952,0,matched_gt_highest_confidence,NMS1,1,"1,5",219.0,375.0,100.0,90.0,105,88,17,0.8380952380952381,0.352
nms,NMS,0125_0729674162_02_WRI-L2_M013.png,FP,0.9260114584678129,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,12,12,274.0,571.0,91.0,90.0,106,88,18,0.8301886792452831,0.352
nms,NMS,1391_1164684862_01_WRI-L2_F012.PNG,TP,0.9256387684486242,0.531224196603281,0,matched_gt_highest_confidence,NMS1,4,4,139.0,245.0,91.0,90.0,107,89,18,0.8317757009345794,0.356
nms,NMS,1979_1021352022_02_WRI-R1_M007.PNG,TP,0.9250739564633221,0.5340976332117657,0,matched_gt_highest_confidence,NMS1,11,11,273.0,355.0,91.0,90.0,108,90,18,0.8333333333333334,0.36
nms,NMS,4627_0260405716_03_WRI-L2_M008.PNG,FP,0.9221637790027355,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS1,1,1,236.0,267.0,106.0,90.0,109,90,19,0.8256880733944955,0.36
nms,NMS,5162_0861552938_02_WRI-L2_M009.png,FP,0.9217942207380092,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,1,1,229.0,450.0,144.0,100.0,110,90,20,0.8181818181818182,0.36
nms,NMS,5227_0411829511_01_WRI-L2_M011.png,TP,0.9212710199671612,0.7540547021333623,0,matched_gt_highest_confidence,NMS1,1,1,137.0,445.0,93.0,90.0,111,91,20,0.8198198198198198,0.364
nms,NMS,4732_0612125811_02_WRI-L2_F004.PNG,TP,0.9212007848167131,0.5620475639924896,0,matched_gt_highest_confidence,NMS1,4,4,240.0,370.0,58.0,90.0,112,92,20,0.8214285714285714,0.368
nms,NMS,0598_0792844418_02_WRI-L2_F008.png,TP,0.9207936037268599,0.6522515955966699,0,matched_gt_highest_confidence,NMS1,2,2,165.0,414.0,119.0,90.0,113,93,20,0.8230088495575221,0.372
nms,NMS,5456_0603428013_02_WRI-L2_M011.PNG,TP,0.9205528455922091,0.5442645718738973,0,matched_gt_highest_confidence,NMS1,3,3,175.0,605.0,107.0,90.0,114,94,20,0.8245614035087719,0.376
nms,NMS,0915_0434122280_01_WRI-L1_M008.PNG,TP,0.9203248109250162,0.6544120122897249,0,matched_gt_highest_confidence,NMS2,5,5,262.0,445.0,90.0,90.0,115,95,20,0.8260869565217391,0.38
nms,NMS,1006_0840174727_01_WRI-L2_M006.png,TP,0.9179081553572541,0.6509939383802417,0,matched_gt_highest_confidence,NMS1,2,"2,5",110.0,355.0,129.0,90.0,116,96,20,0.8275862068965517,0.384
nms,NMS,5201_0616435065_02_WRI-L2_M006.PNG,TP,0.9161362998889134,0.5422518835981126,0,matched_gt_highest_confidence,NMS1,7,7,170.0,573.0,77.0,90.0,117,97,20,0.8290598290598291,0.388
nms,NMS,4587_0374311805_01_WRI-L2_M010.png,TP,0.9135016875136422,0.5837374932948358,0,matched_gt_highest_confidence,NMS1,7,7,216.0,501.0,82.0,90.0,118,98,20,0.8305084745762712,0.392
nms,NMS,4542_0289418685_06_WRI-R2_M012.PNG,FP,0.9114376677303799,0.17850970677885708,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,9,9,302.0,632.0,90.0,90.0,119,98,21,0.8235294117647058,0.392
nms,NMS,0482_0829961405_03_WRI-R2_M012.png,TP,0.9113103003438969,0.5354705728393336,0,matched_gt_highest_confidence,NMS1,7,"7,3",244.0,590.0,91.0,90.0,120,99,21,0.825,0.396
nms,NMS,0953_1065712598_01_WRI-L2_F005.PNG,TP,0.9097573363216285,0.5513723640908383,0,matched_gt_highest_confidence,NMS1,2,2,119.0,273.0,68.0,90.0,121,100,21,0.8264462809917356,0.4
nms,NMS,0288_1220813964_01_WRI-L2_F008.png,FP,0.9061639279667832,0.08147528918307013,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,1,1,238.0,495.0,158.0,110.0,122,100,22,0.819672131147541,0.4
nms,NMS,0125_0729674162_02_WRI-L2_M013.png,FP,0.9060696672945785,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,4,4,278.0,555.0,124.0,90.0,123,100,23,0.8130081300813008,0.4
nms,NMS,1391_1164684862_01_WRI-L2_F012.PNG,FP,0.904900599720783,0.22660614725100692,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,1,1,125.0,205.0,112.0,90.0,124,100,24,0.8064516129032258,0.4
nms,NMS,5456_0603427972_01_WRI-L1_M011.png,TP,0.9039845451349431,0.5571748739610171,0,matched_gt_highest_confidence,NMS1,3,3,360.0,602.0,138.0,96.0,125,101,24,0.808,0.404
nms,NMS,2975_0736302598_03_WRI-R2_M008.PNG,TP,0.8995122635078076,0.6075339678777542,0,matched_gt_highest_confidence,NMS1,12,12,259.0,526.0,81.0,90.0,126,102,24,0.8095238095238095,0.408
